pincode,city,delivery_model,platform,zone_type,weekly_earnings,deliveries_per_day,is_part_time,earnings_consistency,experience_months,multi_platform,cold_chain,flood_risk,heat_risk,aqi_risk,cyclone_risk,coastal_zone,seasonal_index,month,no_claim_weeks,no_claim_discount,weekly_premium,max_weekly_payout
560011,Bengaluru,hyperlocal,Apollo24x7,hospital_adjacent,5754,13,0,0.866,3,0,1,0.531,0.261,0.429,0.036,0,0.883,7,2,0.06,136.2,800.0
400050,Mumbai,same_day,Tata1mg,commercial,4975,9,0,0.594,48,1,0,0.301,0.397,0.488,0.33,1,0.974,7,3,0.09,81.11,746.0
226001,Lucknow,scheduled,Netmeds,hospital_adjacent,4410,24,0,0.68,10,1,0,0.483,0.833,0.79,0.02,0,0.746,6,0,0.0,71.83,662.0
560076,Bengaluru,same_day,Tata1mg,residential,4562,7,0,0.727,2,0,0,0.76,0.295,0.447,0.065,0,0.758,7,1,0.03,85.02,684.0
302017,Jaipur,scheduled,Netmeds,hospital_adjacent,3816,11,0,0.922,6,0,0,0.24,0.873,0.494,0.032,0,0.288,1,3,0.09,51.07,572.0
110001,Delhi,same_day,Tata1mg,industrial,4968,13,0,0.813,6,0,0,0.41,0.899,0.954,0.047,0,0.213,1,1,0.03,83.7,745.0
110085,Delhi,scheduled,Netmeds,commercial,4836,21,0,0.831,37,0,0,0.437,0.946,0.943,0.074,0,0.572,10,2,0.06,59.21,725.0
226016,Lucknow,scheduled,Netmeds,commercial,3016,20,0,0.88,37,0,1,0.611,0.847,0.789,0.017,0,0.985,8,0,0.0,75.5,452.0
226003,Lucknow,same_day,PharmEasy,hospital_adjacent,2662,10,0,0.894,32,1,0,0.586,0.832,0.79,0.052,0,0.254,12,0,0.0,53.02,399.0
411021,Pune,scheduled,Netmeds,hospital_adjacent,3685,22,0,0.859,3,0,0,0.357,0.534,0.414,0.003,0,0.334,1,0,0.0,56.81,553.0
500032,Hyderabad,same_day,Tata1mg,industrial,3334,11,0,0.668,10,0,0,0.443,0.7,0.48,0.123,0,0.775,9,2,0.06,85.39,500.0
641004,Coimbatore,scheduled,Tata1mg,commercial,4293,25,0,0.551,9,0,1,0.238,0.688,0.315,0.178,0,0.86,9,1,0.03,68.36,644.0
641041,Coimbatore,scheduled,Netmeds,residential,3005,23,0,0.449,2,0,0,0.237,0.648,0.267,0.177,0,0.45,12,0,0.0,57.64,451.0
110092,Delhi,same_day,PharmEasy,commercial,5399,6,0,0.367,7,0,0,0.661,0.919,0.956,0.0,0,0.589,10,0,0.0,94.39,800.0
560011,Bengaluru,scheduled,Netmeds,residential,4478,22,0,0.967,21,0,0,0.537,0.281,0.384,0.072,0,0.46,4,2,0.06,49.31,672.0
380009,Ahmedabad,same_day,Apollo24x7,commercial,4187,7,0,0.973,12,0,1,0.474,0.881,0.689,0.106,0,0.939,8,0,0.0,108.58,628.0
411021,Pune,same_day,PharmEasy,commercial,4387,9,0,0.561,10,0,0,0.418,0.512,0.45,0.098,0,0.209,3,0,0.0,74.23,658.0
500008,Hyderabad,same_day,PharmEasy,hospital_adjacent,3999,9,0,0.742,19,0,0,0.713,0.742,0.589,0.112,0,0.264,11,2,0.06,81.17,600.0
226001,Lucknow,same_day,Tata1mg,industrial,4921,8,0,0.884,11,0,0,0.515,0.825,0.812,0.032,0,0.373,2,0,0.0,84.04,738.0
411006,Pune,same_day,Tata1mg,residential,4411,8,0,0.77,31,0,1,0.63,0.552,0.481,0.038,0,0.576,10,3,0.09,86.78,662.0
440010,Nagpur,scheduled,Netmeds,residential,4013,18,0,0.894,2,0,1,0.47,0.844,0.51,0.0,0,0.734,9,0,0.0,72.36,602.0
560008,Bengaluru,hyperlocal,Apollo24x7,residential,6622,12,0,0.828,32,1,0,0.634,0.283,0.446,0.025,0,0.639,10,1,0.03,174.98,800.0
440010,Nagpur,same_day,Apollo24x7,commercial,3347,8,0,0.801,8,0,0,0.446,0.857,0.494,0.01,0,0.232,2,2,0.06,71.3,502.0
560001,Bengaluru,hyperlocal,Apollo24x7,residential,5584,14,0,0.512,84,0,1,0.393,0.277,0.395,0.052,0,0.648,4,2,0.06,108.82,800.0
600002,Chennai,scheduled,Netmeds,residential,4245,27,0,0.219,19,1,0,0.716,0.77,0.5,0.57,1,0.164,3,0,0.0,64.46,637.0
700046,Kolkata,hyperlocal,PhonePePincode,residential,5885,16,0,0.776,73,0,0,0.874,0.674,0.723,0.465,1,0.371,1,2,0.06,122.84,800.0
440001,Nagpur,hyperlocal,PhonePePincode,hospital_adjacent,6616,11,0,0.519,25,0,0,0.402,0.832,0.502,0.009,0,0.881,7,0,0.0,210.03,800.0
226010,Lucknow,scheduled,Tata1mg,residential,4285,22,0,0.907,13,1,0,0.488,0.765,0.717,0.024,0,0.779,8,0,0.0,60.65,643.0
380001,Ahmedabad,scheduled,Netmeds,hospital_adjacent,3326,17,0,0.188,5,0,1,0.293,0.872,0.584,0.079,0,0.558,5,1,0.03,74.61,499.0
641041,Coimbatore,scheduled,Tata1mg,commercial,3004,23,0,0.859,3,0,0,0.278,0.626,0.244,0.221,0,0.773,8,3,0.09,53.68,451.0
400012,Mumbai,scheduled,Netmeds,residential,3618,23,0,0.762,1,0,0,0.893,0.484,0.671,0.283,0,0.205,11,1,0.03,60.48,543.0
110051,Delhi,hyperlocal,Apollo24x7,hospital_adjacent,5816,10,0,0.958,36,1,1,0.712,0.928,0.925,0.037,0,0.489,10,4,0.12,142.39,800.0
345001,Jaisalmer,scheduled,Netmeds,industrial,2920,19,0,0.629,2,0,0,0.046,1.0,0.226,0.0,0,0.973,8,0,0.0,34.77,438.0
380054,Ahmedabad,same_day,PharmEasy,commercial,4794,6,0,0.889,11,0,0,0.205,0.851,0.583,0.064,0,0.949,7,0,0.0,86.72,719.0
641004,Coimbatore,scheduled,PharmEasy,hospital_adjacent,3656,16,0,0.909,33,0,0,0.306,0.646,0.272,0.174,0,0.747,9,0,0.0,63.06,548.0
110006,Delhi,same_day,PharmEasy,commercial,5284,8,0,0.758,7,0,0,0.704,0.932,0.997,0.047,0,0.273,3,1,0.03,85.71,793.0
600002,Chennai,hyperlocal,Apollo24x7,residential,5682,11,0,0.854,22,0,0,0.652,0.725,0.538,0.551,1,0.715,6,0,0.0,141.7,800.0
110018,Delhi,same_day,Tata1mg,residential,2452,6,0,0.364,40,0,1,0.345,0.89,0.903,0.034,0,0.317,11,0,0.0,56.42,368.0
302017,Jaipur,scheduled,Netmeds,residential,3728,14,0,0.673,24,0,0,0.122,0.898,0.536,0.022,0,0.502,4,1,0.03,55.08,559.0
110092,Delhi,same_day,Tata1mg,hospital_adjacent,3899,5,0,0.369,2,0,0,0.632,0.931,0.969,0.087,0,0.38,2,1,0.03,102.27,585.0
700012,Kolkata,same_day,PharmEasy,residential,3404,6,0,0.91,22,1,1,0.79,0.648,0.705,0.414,1,0.254,3,1,0.03,100.57,511.0
641004,Coimbatore,scheduled,Netmeds,residential,3447,12,0,0.528,3,1,0,0.3,0.634,0.288,0.21,0,0.949,9,0,0.0,59.12,517.0
700001,Kolkata,same_day,Tata1mg,hospital_adjacent,2064,7,0,0.761,5,0,0,0.861,0.632,0.725,0.388,1,0.807,8,1,0.03,62.29,310.0
110085,Delhi,same_day,PharmEasy,residential,5089,8,0,0.744,1,1,0,0.417,0.898,0.941,0.06,0,0.979,9,1,0.03,97.61,763.0
380015,Ahmedabad,same_day,PharmEasy,commercial,3532,8,0,0.579,22,0,0,0.279,0.861,0.613,0.075,0,0.523,5,1,0.03,81.34,530.0
400022,Mumbai,same_day,Apollo24x7,residential,4656,8,0,0.662,5,1,0,0.585,0.438,0.605,0.305,0,0.168,12,0,0.0,77.74,698.0
411001,Pune,same_day,Apollo24x7,residential,5181,14,0,0.808,2,0,0,0.454,0.544,0.42,0.067,0,0.354,11,3,0.09,69.72,777.0
500032,Hyderabad,hyperlocal,Apollo24x7,commercial,5247,14,0,0.754,16,0,0,0.429,0.704,0.495,0.091,0,0.286,3,2,0.06,99.56,787.0
440022,Nagpur,scheduled,Netmeds,commercial,4869,21,0,0.832,31,0,0,0.356,0.779,0.503,0.006,0,0.99,9,3,0.09,54.78,730.0
226003,Lucknow,same_day,PharmEasy,hospital_adjacent,4607,8,0,0.698,1,0,1,0.572,0.822,0.788,0.017,0,0.535,5,1,0.03,106.61,691.0
500016,Hyderabad,same_day,PharmEasy,residential,5252,5,0,0.292,5,1,0,0.528,0.694,0.506,0.132,0,0.217,3,2,0.06,77.44,788.0
462003,Bhopal,same_day,Tata1mg,hospital_adjacent,5860,10,0,0.741,3,1,0,0.386,0.761,0.514,0.031,0,0.312,11,0,0.0,88.33,800.0
700046,Kolkata,hyperlocal,Tata1mg,residential,4975,13,0,0.752,6,0,0,0.88,0.654,0.735,0.443,1,0.785,9,0,0.0,147.98,746.0
700012,Kolkata,scheduled,PharmEasy,industrial,3843,11,0,0.809,20,0,1,0.822,0.683,0.761,0.405,1,0.404,3,0,0.0,77.31,576.0
400068,Mumbai,scheduled,PharmEasy,residential,5770,21,0,0.821,45,1,0,0.787,0.459,0.637,0.276,0,0.769,9,1,0.03,63.73,800.0
226001,Lucknow,scheduled,Tata1mg,commercial,4315,18,0,0.731,7,0,1,0.53,0.782,0.727,0.028,0,0.209,12,2,0.06,58.57,647.0
110092,Delhi,hyperlocal,Apollo24x7,commercial,5547,17,0,0.669,21,0,0,0.705,0.913,0.956,0.063,0,0.323,2,0,0.0,127.89,800.0
500032,Hyderabad,same_day,Apollo24x7,commercial,4805,8,0,0.824,3,0,0,0.421,0.722,0.496,0.111,0,0.167,3,0,0.0,73.21,721.0
110018,Delhi,same_day,PharmEasy,residential,5661,8,0,0.538,15,1,0,0.358,0.891,0.934,0.039,0,0.893,8,3,0.09,89.78,800.0
110085,Delhi,hyperlocal,Tata1mg,residential,6234,8,0,0.409,5,0,1,0.361,0.936,0.942,0.059,0,0.403,2,0,0.0,221.71,800.0
400001,Mumbai,scheduled,Netmeds,hospital_adjacent,3126,19,0,0.914,18,0,0,0.674,0.479,0.588,0.317,1,0.332,12,2,0.06,62.29,469.0
110001,Delhi,same_day,Tata1mg,residential,4575,13,0,0.695,41,0,0,0.415,0.93,0.971,0.029,0,0.627,5,0,0.0,92.02,686.0
400001,Mumbai,hyperlocal,PhonePePincode,residential,5250,11,0,0.909,5,0,1,0.677,0.428,0.612,0.326,1,0.379,1,0,0.0,147.7,788.0
345001,Jaisalmer,scheduled,Netmeds,residential,5157,15,0,0.565,7,1,0,0.052,0.973,0.201,0.02,0,0.73,4,2,0.06,51.05,774.0
380006,Ahmedabad,scheduled,Netmeds,hospital_adjacent,4513,17,0,0.651,1,0,0,0.333,0.877,0.618,0.088,0,0.197,1,0,0.0,61.52,677.0
440001,Nagpur,scheduled,PharmEasy,residential,5618,19,0,0.636,75,0,0,0.437,0.824,0.507,0.049,0,0.27,12,3,0.09,45.68,800.0
226003,Lucknow,same_day,Tata1mg,hospital_adjacent,3371,7,0,0.828,1,0,0,0.554,0.859,0.77,0.045,0,0.407,2,1,0.03,93.55,506.0
400022,Mumbai,same_day,PharmEasy,residential,3059,4,1,0.366,18,0,0,0.57,0.476,0.603,0.251,0,0.715,9,0,0.0,86.83,459.0
400068,Mumbai,same_day,Tata1mg,residential,4156,9,0,0.826,15,0,0,0.698,0.457,0.645,0.274,0,0.795,6,2,0.06,82.8,623.0
751010,Bhubaneswar,scheduled,PharmEasy,residential,3718,18,0,0.912,24,0,1,0.5,0.681,0.34,0.727,0,0.662,5,1,0.03,66.76,558.0
700064,Kolkata,hyperlocal,Tata1mg,hospital_adjacent,4838,14,0,0.706,4,0,0,0.911,0.688,0.765,0.427,1,0.627,4,4,0.12,135.4,726.0
226003,Lucknow,same_day,PharmEasy,commercial,4708,12,0,0.424,1,0,0,0.581,0.816,0.781,0.05,0,0.29,11,0,0.0,84.58,706.0
700046,Kolkata,same_day,PharmEasy,residential,5941,8,0,0.889,6,0,0,0.869,0.662,0.744,0.438,1,0.735,6,0,0.0,104.34,800.0
700012,Kolkata,hyperlocal,Apollo24x7,commercial,7114,13,0,0.945,1,0,0,0.832,0.661,0.748,0.411,1,0.38,3,0,0.0,219.28,800.0
700091,Kolkata,hyperlocal,Tata1mg,hospital_adjacent,7573,13,0,0.698,5,0,0,0.708,0.638,0.66,0.378,0,0.825,8,0,0.0,244.23,800.0
345002,Jaisalmer,scheduled,Netmeds,residential,2830,16,0,0.872,20,0,0,0.067,0.954,0.204,0.011,0,0.224,3,1,0.03,28.14,424.0
226016,Lucknow,hyperlocal,Tata1mg,hospital_adjacent,6053,11,0,0.533,1,0,0,0.605,0.854,0.804,0.025,0,0.396,1,2,0.06,203.15,800.0
500001,Hyderabad,hyperlocal,Tata1mg,residential,6432,14,0,0.828,9,1,0,0.527,0.719,0.545,0.092,0,0.817,8,0,0.0,207.39,800.0
600001,Chennai,scheduled,Netmeds,residential,4709,13,0,0.773,84,0,1,0.74,0.742,0.511,0.587,1,0.375,1,0,0.0,69.62,706.0
700001,Kolkata,hyperlocal,PhonePePincode,hospital_adjacent,6003,14,0,0.442,9,0,1,0.862,0.647,0.726,0.399,1,0.56,4,3,0.09,243.49,800.0
560076,Bengaluru,hyperlocal,Tata1mg,hospital_adjacent,4628,14,0,0.921,36,0,0,0.781,0.301,0.403,0.022,0,0.372,12,4,0.12,101.06,694.0
600002,Chennai,same_day,Apollo24x7,residential,6549,6,0,0.713,20,0,0,0.649,0.746,0.537,0.574,1,0.236,3,1,0.03,134.74,800.0
560008,Bengaluru,same_day,Apollo24x7,residential,4916,11,0,0.509,16,0,0,0.668,0.26,0.44,0.081,0,0.152,11,0,0.0,76.97,737.0
700027,Kolkata,same_day,Apollo24x7,hospital_adjacent,5130,10,0,0.936,1,1,0,0.785,0.645,0.701,0.407,0,0.191,3,0,0.0,92.1,770.0
400022,Mumbai,same_day,Tata1mg,residential,4836,7,0,0.65,1,0,0,0.611,0.452,0.574,0.273,0,0.402,1,0,0.0,85.8,725.0
462001,Bhopal,same_day,PharmEasy,hospital_adjacent,6309,8,0,0.601,1,0,0,0.371,0.725,0.441,0.01,0,0.468,4,2,0.06,127.96,800.0
400063,Mumbai,same_day,Tata1mg,industrial,3716,9,0,0.557,7,0,1,0.921,0.519,0.684,0.303,0,0.893,6,0,0.0,114.16,557.0
226001,Lucknow,scheduled,Netmeds,hospital_adjacent,3441,18,0,0.767,5,0,0,0.561,0.812,0.729,0.007,0,0.333,11,1,0.03,61.06,516.0
700064,Kolkata,same_day,Apollo24x7,commercial,4948,10,0,0.872,2,0,0,0.933,0.707,0.783,0.442,1,0.202,3,0,0.0,94.22,742.0
600040,Chennai,hyperlocal,Apollo24x7,commercial,5516,14,0,0.484,15,0,0,0.564,0.767,0.464,0.543,0,0.286,2,1,0.03,111.5,800.0
500081,Hyderabad,hyperlocal,Apollo24x7,residential,5920,11,0,0.828,24,0,1,0.326,0.694,0.479,0.115,0,0.411,12,0,0.0,123.32,800.0
110018,Delhi,same_day,PharmEasy,residential,4103,9,0,0.711,34,1,0,0.353,0.899,0.904,0.028,0,0.796,8,2,0.06,85.69,615.0
700091,Kolkata,hyperlocal,Apollo24x7,hospital_adjacent,5893,13,0,0.804,5,1,0,0.684,0.583,0.72,0.38,0,0.487,5,4,0.12,118.99,800.0
226016,Lucknow,scheduled,Netmeds,residential,4494,24,0,0.475,5,0,1,0.628,0.805,0.77,0.011,0,0.233,12,2,0.06,65.77,674.0
110001,Delhi,same_day,Tata1mg,commercial,6046,10,0,0.717,6,0,0,0.398,0.904,0.973,0.036,0,0.709,10,0,0.0,150.75,800.0
110051,Delhi,same_day,Apollo24x7,hospital_adjacent,4829,8,0,0.731,23,0,0,0.733,0.87,0.982,0.067,0,0.211,12,0,0.0,93.69,724.0
302012,Jaipur,same_day,Tata1mg,industrial,4784,8,0,0.722,8,0,0,0.272,0.939,0.582,0.032,0,0.99,8,0,0.0,93.07,718.0
400053,Mumbai,scheduled,Netmeds,residential,4245,21,0,0.622,4,0,0,0.571,0.46,0.558,0.235,0,0.317,11,1,0.03,55.12,637.0
302012,Jaipur,scheduled,Netmeds,residential,3172,14,0,0.954,23,0,0,0.243,0.867,0.569,0.018,0,0.491,4,3,0.09,52.0,476.0
600020,Chennai,hyperlocal,Apollo24x7,residential,4976,16,0,0.462,48,0,0,0.821,0.762,0.538,0.595,1,0.849,7,3,0.09,130.97,746.0
302017,Jaipur,scheduled,Tata1mg,commercial,4211,17,0,0.501,10,0,0,0.129,0.879,0.523,0.016,0,0.419,1,0,0.0,56.66,632.0
700046,Kolkata,same_day,Apollo24x7,residential,4908,9,0,0.531,35,0,0,0.805,0.665,0.745,0.44,1,0.437,3,3,0.09,90.46,736.0
700064,Kolkata,same_day,Tata1mg,commercial,4936,9,0,0.539,31,0,0,0.902,0.671,0.763,0.407,1,0.348,2,4,0.12,81.39,740.0
600096,Chennai,scheduled,Netmeds,industrial,4327,13,0,0.786,25,0,0,0.455,0.712,0.451,0.491,0,0.237,1,0,0.0,56.07,649.0
560001,Bengaluru,scheduled,Netmeds,commercial,3691,27,0,0.79,16,0,0,0.397,0.28,0.368,0.056,0,0.895,7,0,0.0,55.93,554.0
641001,Coimbatore,same_day,PharmEasy,hospital_adjacent,4890,7,0,0.523,57,0,0,0.289,0.616,0.262,0.223,0,0.595,5,0,0.0,86.63,734.0
411014,Pune,same_day,Apollo24x7,residential,4737,10,0,0.966,2,0,0,0.437,0.535,0.45,0.074,0,0.276,1,1,0.03,73.3,711.0
226001,Lucknow,same_day,PharmEasy,residential,4852,10,0,0.758,3,1,1,0.5,0.805,0.778,0.02,0,0.908,6,0,0.0,107.15,728.0
600002,Chennai,hyperlocal,Tata1mg,residential,6108,11,0,0.765,13,0,0,0.656,0.723,0.54,0.618,1,0.572,4,1,0.03,198.25,800.0
400064,Mumbai,same_day,PharmEasy,commercial,6551,9,0,0.774,84,0,0,0.895,0.458,0.675,0.301,0,0.254,11,0,0.0,119.71,800.0
700001,Kolkata,hyperlocal,PhonePePincode,hospital_adjacent,3159,17,0,0.716,6,0,1,0.796,0.636,0.713,0.368,1,0.745,6,1,0.03,166.78,474.0
500008,Hyderabad,hyperlocal,Apollo24x7,hospital_adjacent,5249,19,0,0.513,48,0,0,0.727,0.756,0.592,0.135,0,0.17,12,1,0.03,117.87,787.0
110018,Delhi,same_day,Tata1mg,commercial,5150,7,0,0.947,27,0,0,0.397,0.911,0.896,0.02,0,0.273,12,0,0.0,83.72,772.0
751002,Bhubaneswar,same_day,PharmEasy,residential,3859,11,0,0.802,18,0,0,0.648,0.677,0.404,0.753,1,0.382,1,0,0.0,93.95,579.0
302001,Jaipur,same_day,PharmEasy,hospital_adjacent,4914,7,0,0.736,8,0,0,0.207,0.904,0.542,0.0,0,0.958,7,1,0.03,98.24,737.0
600020,Chennai,hyperlocal,Tata1mg,hospital_adjacent,4937,13,0,0.676,10,0,0,0.87,0.765,0.56,0.611,1,0.482,4,3,0.09,142.82,741.0
600096,Chennai,same_day,Tata1mg,residential,5548,8,0,0.835,27,1,0,0.524,0.742,0.45,0.502,0,0.443,1,0,0.0,81.05,800.0
302003,Jaipur,same_day,PharmEasy,hospital_adjacent,5397,7,0,0.671,79,1,0,0.17,0.898,0.523,0.036,0,0.208,1,1,0.03,76.63,800.0
600001,Chennai,hyperlocal,PhonePePincode,hospital_adjacent,6727,10,0,0.839,8,0,0,0.752,0.761,0.505,0.57,1,0.279,11,4,0.12,188.95,800.0
411021,Pune,same_day,PharmEasy,residential,4089,4,1,0.913,5,0,0,0.422,0.52,0.415,0.072,0,0.227,3,1,0.03,70.57,613.0
500001,Hyderabad,hyperlocal,Apollo24x7,residential,6402,11,0,0.849,34,0,0,0.54,0.708,0.547,0.078,0,0.9,9,0,0.0,205.67,800.0
411014,Pune,same_day,PharmEasy,hospital_adjacent,5592,9,0,0.585,15,0,0,0.394,0.55,0.455,0.018,0,0.971,9,0,0.0,98.36,800.0
500038,Hyderabad,same_day,Tata1mg,residential,4945,10,0,0.553,19,0,1,0.688,0.718,0.543,0.089,0,0.406,1,0,0.0,97.65,742.0
700046,Kolkata,scheduled,PharmEasy,residential,3600,22,0,0.655,1,1,1,0.943,0.632,0.744,0.404,1,0.319,3,2,0.06,74.2,540.0
751002,Bhubaneswar,same_day,PharmEasy,residential,3374,9,0,0.783,14,0,0,0.593,0.68,0.379,0.709,1,0.957,8,2,0.06,94.21,506.0
380006,Ahmedabad,scheduled,Netmeds,residential,3210,14,0,0.971,24,0,0,0.283,0.864,0.586,0.073,0,0.404,2,4,0.12,49.44,482.0
400063,Mumbai,hyperlocal,Apollo24x7,hospital_adjacent,7579,10,0,0.659,2,0,0,0.978,0.513,0.687,0.315,0,0.218,1,0,0.0,208.78,800.0
110006,Delhi,hyperlocal,PhonePePincode,hospital_adjacent,6361,10,0,0.891,8,0,1,0.766,0.896,0.993,0.036,0,0.722,6,2,0.06,250.0,800.0
600040,Chennai,scheduled,Netmeds,residential,3511,21,0,0.794,1,1,0,0.581,0.709,0.48,0.552,0,0.259,12,0,0.0,58.94,527.0
400050,Mumbai,same_day,Apollo24x7,residential,3745,9,0,0.834,12,0,0,0.358,0.408,0.539,0.342,1,0.324,11,1,0.03,75.98,562.0
440022,Nagpur,scheduled,PharmEasy,residential,2823,20,0,0.634,40,0,0,0.455,0.798,0.428,0.064,0,0.361,3,3,0.09,29.43,423.0
700001,Kolkata,hyperlocal,Apollo24x7,hospital_adjacent,4793,7,0,0.446,3,0,1,0.822,0.624,0.737,0.419,1,0.751,6,2,0.06,180.56,719.0
600001,Chennai,same_day,PharmEasy,residential,3547,10,0,0.582,1,0,0,0.679,0.728,0.54,0.581,1,0.36,3,1,0.03,91.8,532.0
600020,Chennai,same_day,PharmEasy,industrial,5957,9,0,0.849,47,0,0,0.85,0.775,0.567,0.619,1,0.235,11,0,0.0,92.29,800.0
400001,Mumbai,scheduled,PharmEasy,commercial,3322,27,0,0.766,9,0,0,0.728,0.424,0.617,0.28,1,0.501,4,1,0.03,61.91,498.0
700064,Kolkata,hyperlocal,Apollo24x7,residential,5946,18,0,0.943,5,0,0,0.946,0.691,0.785,0.452,1,0.265,2,2,0.06,129.95,800.0
641001,Coimbatore,same_day,PharmEasy,hospital_adjacent,4862,8,0,0.933,33,0,0,0.296,0.675,0.307,0.227,0,0.924,7,2,0.06,85.53,729.0
560001,Bengaluru,hyperlocal,Apollo24x7,hospital_adjacent,5967,14,0,0.801,10,0,0,0.36,0.315,0.368,0.002,0,0.502,10,0,0.0,111.77,800.0
110006,Delhi,scheduled,Netmeds,hospital_adjacent,4511,19,0,0.94,31,0,0,0.735,0.902,0.964,0.063,0,0.86,8,4,0.12,67.75,677.0
560011,Bengaluru,scheduled,Netmeds,hospital_adjacent,3712,21,0,0.9,15,0,0,0.579,0.261,0.394,0.029,0,0.802,6,0,0.0,62.37,557.0
400064,Mumbai,same_day,PharmEasy,hospital_adjacent,4421,7,0,0.594,32,1,1,0.876,0.481,0.655,0.32,0,0.742,9,0,0.0,112.78,663.0
400001,Mumbai,same_day,PharmEasy,residential,5508,9,0,0.771,37,0,0,0.669,0.439,0.596,0.302,1,0.797,6,1,0.03,94.1,800.0
400053,Mumbai,same_day,PharmEasy,residential,4196,8,0,0.727,19,0,0,0.584,0.48,0.517,0.278,0,0.801,8,2,0.06,84.41,629.0
110085,Delhi,same_day,Tata1mg,residential,5359,7,0,0.677,25,0,0,0.379,0.887,0.934,0.064,0,0.448,12,0,0.0,85.96,800.0
500038,Hyderabad,same_day,PharmEasy,residential,5790,6,0,0.7,3,0,0,0.613,0.745,0.587,0.106,0,0.672,5,4,0.12,83.81,800.0
302012,Jaipur,same_day,Tata1mg,residential,4723,5,0,0.9,38,0,0,0.255,0.886,0.595,0.017,0,0.916,8,1,0.03,84.57,708.0
560011,Bengaluru,same_day,Apollo24x7,hospital_adjacent,3444,6,0,0.735,2,1,1,0.573,0.31,0.394,0.011,0,0.814,7,1,0.03,105.56,517.0
440001,Nagpur,scheduled,Netmeds,commercial,4667,26,0,0.941,20,0,0,0.423,0.854,0.528,0.021,0,0.946,6,4,0.12,53.55,700.0
110006,Delhi,scheduled,Netmeds,hospital_adjacent,4693,27,0,0.832,6,0,1,0.736,0.891,0.956,0.049,0,0.27,12,0,0.0,75.47,704.0
400063,Mumbai,same_day,Tata1mg,hospital_adjacent,4669,8,0,0.784,1,1,0,0.953,0.516,0.682,0.3,0,0.776,6,0,0.0,110.22,700.0
411021,Pune,same_day,Tata1mg,commercial,4826,8,0,0.598,2,0,0,0.373,0.517,0.441,0.011,0,0.755,7,1,0.03,85.42,724.0
700091,Kolkata,hyperlocal,Tata1mg,industrial,6615,9,0,0.862,1,0,1,0.693,0.642,0.649,0.374,0,0.57,10,0,0.0,223.48,800.0
400022,Mumbai,same_day,PharmEasy,hospital_adjacent,5261,10,0,0.654,8,0,1,0.564,0.455,0.582,0.281,0,0.805,9,2,0.06,107.64,789.0
110003,Delhi,scheduled,PharmEasy,residential,3624,16,0,0.718,2,0,0,0.415,0.904,0.935,0.041,0,0.78,9,0,0.0,65.03,544.0
110001,Delhi,same_day,Tata1mg,hospital_adjacent,6242,8,0,0.696,15,0,1,0.427,0.931,0.918,0.031,0,0.999,6,0,0.0,195.62,800.0
560001,Bengaluru,scheduled,Netmeds,residential,5662,17,0,0.779,10,0,0,0.387,0.255,0.402,0.05,0,0.734,6,0,0.0,57.97,800.0
380009,Ahmedabad,same_day,Tata1mg,residential,6555,10,0,0.816,20,1,0,0.405,0.879,0.625,0.051,0,0.691,4,0,0.0,142.04,800.0
226016,Lucknow,scheduled,Netmeds,commercial,4043,21,0,0.88,15,0,0,0.598,0.859,0.82,0.0,0,0.62,5,2,0.06,59.68,606.0
226001,Lucknow,scheduled,PharmEasy,commercial,3593,21,0,0.907,58,0,0,0.51,0.828,0.757,0.023,0,0.313,3,0,0.0,54.45,539.0
751002,Bhubaneswar,scheduled,Netmeds,residential,4043,17,0,0.776,1,0,0,0.589,0.704,0.359,0.775,1,0.432,3,0,0.0,66.6,606.0
700027,Kolkata,same_day,PharmEasy,residential,4538,10,0,0.482,8,1,0,0.783,0.657,0.706,0.377,0,0.254,2,0,0.0,85.34,681.0
751002,Bhubaneswar,scheduled,PharmEasy,residential,3934,22,0,0.895,11,1,1,0.591,0.68,0.364,0.761,1,0.736,6,3,0.09,68.42,590.0
700001,Kolkata,same_day,Tata1mg,residential,5516,7,0,0.622,11,0,0,0.823,0.648,0.699,0.415,1,0.526,10,2,0.06,88.31,800.0
751024,Bhubaneswar,scheduled,Netmeds,residential,4471,16,0,0.637,11,0,1,0.696,0.694,0.412,0.817,1,0.551,4,3,0.09,74.3,671.0
110085,Delhi,scheduled,Netmeds,commercial,3509,15,0,0.658,4,0,0,0.384,0.898,0.946,0.05,0,0.974,9,1,0.03,64.0,526.0
400001,Mumbai,scheduled,Tata1mg,industrial,4786,13,0,0.495,1,0,1,0.697,0.451,0.575,0.304,1,0.656,5,1,0.03,77.52,718.0
641001,Coimbatore,scheduled,Tata1mg,hospital_adjacent,4051,20,0,0.876,7,0,1,0.316,0.657,0.281,0.192,0,0.423,12,0,0.0,69.81,608.0
400063,Mumbai,same_day,PharmEasy,residential,5056,6,0,0.464,49,0,0,0.956,0.502,0.707,0.287,0,0.832,8,2,0.06,94.71,758.0
302003,Jaipur,same_day,PharmEasy,hospital_adjacent,4079,5,0,0.866,1,0,0,0.176,0.906,0.557,0.017,0,0.739,4,1,0.03,93.82,612.0
751024,Bhubaneswar,scheduled,Tata1mg,residential,4283,20,0,0.929,38,0,0,0.7,0.737,0.423,0.818,1,0.373,12,0,0.0,63.31,642.0
